date,symbol,open,high,low,close
2023-08-12,ETH,30.69,31.05,30.12,30.71
2023-08-11,ETH,33.47,33.5,30.69,30.69
2023-08-10,ETH,34.51,34.51,33.32,33.47
2023-08-09,ETH,34.65,35.58,33.55,34.51
2023-08-08,ETH,34.53,34.96,32.29,34.65
2023-08-07,ETH,34.87,35.52,33.79,34.53
2023-08-06,ETH,35.44,35.55,34.76,34.87
2023-08-05,ETH,35.2,35.46,34.84,35.44
2023-08-04,ETH,36.5,36.54,34.4,35.2
2023-08-03,ETH,37.62,37.91,35.86,36.5
2023-08-02,ETH,37.06,37.86,36.5,37.62
2023-08-01,ETH,37.77,38.14,36.03,37.06
2023-07-31,ETH,35.21,35.9,34.13,35.57
2023-07-30,ETH,33.98,35.41,33.96,35.21
2023-07-29,ETH,34.27,34.4,33.39,33.98
2023-07-28,ETH,35.59,35.92,33.92,34.27
2023-07-27,ETH,36.16,36.2,35.21,35.59
2023-07-26,ETH,37.6,38.14,35.54,36.16
2023-07-25,ETH,37.01,37.67,36.58,37.6
2023-07-24,ETH,37.15,38.85,36.83,37.01
2023-07-23,ETH,38.44,39.28,36.7,37.15
2023-07-22,ETH,38.37,38.84,36.91,38.44
2023-07-21,ETH,40.38,40.49,38.08,38.37
2023-07-20,ETH,41.55,42.53,39.99,40.38
2023-07-19,ETH,42.38,42.42,40.33,41.55
2023-07-18,ETH,43.02,43.44,42.35,42.38
2023-07-17,ETH,43.2,43.82,42.57,43.02
2023-07-16,ETH,44.9,44.9,42.45,43.2
2023-07-15,ETH,45.4,45.61,44.27,44.9
2023-07-14,ETH,46.89,48.36,45.13,45.4
2023-07-13,ETH,40.45,46.98,39.84,46.89
2023-07-12,ETH,41.59,43.11,40.27,40.45
2023-07-11,ETH,42.36,42.38,41.07,41.59
2023-07-10,ETH,42.84,43.94,41.99,42.36
2023-07-09,ETH,41.54,43.14,41.11,42.84
2023-07-08,ETH,44.13,44.76,41.54,41.54
2023-07-07,ETH,46.1,46.54,43.68,44.13
2023-07-06,ETH,44.12,47.35,43.72,46.1
2023-07-05,ETH,46.92,47.26,43.49,44.12
2023-07-04,ETH,47.85,47.92,46.92,46.92
2023-07-03,ETH,46.67,48.62,45.69,48.07
2023-07-02,ETH,44.28,46.79,43.61,46.67
2023-07-01,ETH,45.49,45.51,44.03,44.28
2023-06-30,ETH,43.27,47.11,42.62,45.49
2023-06-29,ETH,46.75,46.82,43.16,43.27
2023-06-28,ETH,47.92,48.01,45.88,46.75
2023-06-27,ETH,46.87,48.64,46.32,47.92
2023-06-26,ETH,48.5,48.5,46.42,46.87
2023-06-25,ETH,49.14,50.07,46.88,48.5
2023-06-24,ETH,50.28,50.35,47.37,49.14
2023-06-23,ETH,48.07,50.29,46.95,50.28
2023-06-22,ETH,51.21,52.36,47.46,48.06
2023-06-21,ETH,47.99,52.65,46.39,51.21
2023-06-20,ETH,45.4,49.34,45.39,47.99
2023-06-19,ETH,45.94,45.94,44.97,45.4
2023-06-18,ETH,44.88,46.24,44.59,45.94
2023-06-17,ETH,46.88,46.88,44.63,44.89
2023-06-16,ETH,47.74,48.27,45.75,46.88
2023-06-15,ETH,47.95,50.35,46.56,47.74
2023-06-14,ETH,47.27,49.63,43.83,47.95
2023-06-13,ETH,48.38,48.64,46.98,47.27
2023-06-12,ETH,44.96,48.48,44.79,48.38
2023-06-11,ETH,45.56,45.94,44.26,44.96
2023-06-10,ETH,40.86,46.72,40.69,45.56
2023-06-09,ETH,40.94,41.77,40.34,40.86
2023-06-08,ETH,41.64,42.11,40.58,40.94
2023-06-07,ETH,42.53,43.54,40.82,41.64
2023-06-06,ETH,40.35,42.68,39.6,42.53
2023-06-05,ETH,41.59,43.02,39.36,40.35
2023-06-04,ETH,42.02,42.14,40.91,41.59
2023-06-03,ETH,42.77,42.89,41.55,42.02
2023-06-02,ETH,42.3,43.58,40.5,42.77
2023-06-01,ETH,44.94,45.01,42.3,42.3
2023-05-31,ETH,43.57,46.08,42.24,42.28
2023-05-30,ETH,45.71,46.88,43.51,43.57
2023-05-29,ETH,48.02,49.47,45.38,45.71
2023-05-28,ETH,44.37,48.26,43.52,48.02
2023-05-27,ETH,46.24,46.61,44.37,44.37
2023-05-26,ETH,46.77,47.29,44.28,46.24
2023-05-25,ETH,50.45,51.15,46.65,46.77
2023-05-24,ETH,50.59,51.7,49.36,50.45
2023-05-23,ETH,48.08,51.13,47.6,50.59
2023-05-22,ETH,46.13,48.47,45.43,48.08
2023-05-21,ETH,47.17,47.93,46.06,46.13
2023-05-20,ETH,46.49,47.66,46.44,47.17
2023-05-19,ETH,47.15,47.61,45.61,46.49
2023-05-18,ETH,49.47,49.66,46.84,47.15
2023-05-17,ETH,51.18,51.78,49.33,49.47
2023-05-16,ETH,52.64,52.75,51.15,51.18
2023-05-15,ETH,51.01,52.87,50.25,52.64
2023-05-14,ETH,51.32,51.62,49.65,51.01
2023-05-13,ETH,51.97,51.97,50.41,51.32
2023-05-12,ETH,52.98,55.11,51.95,51.97
2023-05-11,ETH,51.55,54.14,50.36,52.98
2023-05-10,ETH,54.53,55.02,51.55,51.55
2023-05-09,ETH,53.22,55.24,52.31,54.53
2023-05-08,ETH,54.4,54.49,52.6,53.22
2023-05-07,ETH,51.74,54.47,50.91,54.4
2023-05-06,ETH,53.54,54.31,51.49,51.74
2023-05-05,ETH,52.57,53.65,50.95,53.54
2023-05-04,ETH,54.36,54.66,52.5,52.57
2023-05-03,ETH,54.25,55.67,53.53,54.36
2023-05-02,ETH,53.8,54.78,51.85,54.25
2023-05-01,ETH,53.56,55.94,53.22,53.8
2023-04-30,ETH,53.4,54.1,52.18,53.56
2023-04-29,ETH,53.08,53.84,52.61,53.4
2023-04-28,ETH,55.74,55.79,52.02,53.08
2023-04-27,ETH,57.56,59.32,55.56,55.74
2023-04-26,ETH,56.54,59.59,54.69,57.56
2023-04-25,ETH,59.81,59.83,56.54,56.54
2023-04-24,ETH,57.22,60.46,56.15,59.81
2023-04-23,ETH,59.33,59.98,56.94,57.22
2023-04-22,ETH,60.49,60.49,57.66,59.33
2023-04-21,ETH,58.99,61.35,57.87,60.49
2023-04-20,ETH,57.37,59.36,57.06,58.99
2023-04-19,ETH,61.21,62.22,59.82,60.02
2023-04-18,ETH,61.52,62.58,61.22,61.22
2023-04-17,ETH,64.34,64.38,61.47,61.52
2023-04-16,ETH,61.56,65.26,61.27,64.34
2023-04-15,ETH,59.52,62.01,58.97,61.56
2023-04-14,ETH,62.18,65.41,58.99,59.52
2023-04-13,ETH,61.48,63.62,59.67,62.18
2023-04-12,ETH,62.61,62.68,58.96,61.48
2023-04-11,ETH,64.04,65.05,62.52,62.61
2023-04-10,ETH,60.36,64.32,60.09,64.04
2023-04-09,ETH,57.46,60.76,56.77,60.36
2023-04-08,ETH,59.6,59.6,57.29,57.46
2023-04-07,ETH,62.65,62.65,59.35,59.6
2023-04-06,ETH,64.24,65.31,62.66,62.66
2023-04-05,ETH,65.42,65.94,63.89,64.24
2023-04-04,ETH,63.73,66.17,62.28,65.42
2023-04-03,ETH,63.1,64.74,61.77,63.73
2023-04-02,ETH,62.33,64.78,61.96,63.1
2023-04-01,ETH,62.74,62.74,61.06,62.33
2023-03-31,ETH,65.54,65.71,60.54,62.74
2023-03-30,ETH,66.75,67.84,65.09,65.54
2023-03-29,ETH,65.26,67.74,65.26,66.75
2023-03-28,ETH,65.05,65.54,62.5,65.26
2023-03-27,ETH,64.97,67.26,64.08,65.05
2023-03-26,ETH,64.24,65.31,62.94,64.97
2023-03-25,ETH,66.91,66.94,64.07,64.24
2023-03-24,ETH,69.75,70.98,66.38,66.91
2023-03-23,ETH,65.54,70.04,63.79,69.75
2023-03-22,ETH,72.07,72.82,64.83,65.54
2023-03-21,ETH,67.72,74.9,67.55,70.31
2023-03-20,ETH,75.18,75.18,67.65,67.72
2023-03-19,ETH,69.53,76.7,69.28,75.18
2023-03-18,ETH,66.56,71.6,63.85,69.53
2023-03-17,ETH,62.78,67.44,60.76,66.56
2023-03-16,ETH,65.06,65.07,59.82,62.78
2023-03-15,ETH,66.9,69.79,64.67,65.06
2023-03-14,ETH,68.8,70.04,63.66,66.9
2023-03-13,ETH,65.83,72.56,62.07,68.8
2023-03-12,ETH,68.47,69.52,63.65,65.83
2023-03-11,ETH,63.61,72.83,60.58,68.47
2023-03-10,ETH,60.78,68.87,60.73,63.61
2023-03-09,ETH,57.31,62.48,55.07,60.78
2023-03-08,ETH,57.07,58.16,56.36,57.31
2023-03-07,ETH,57.61,59.0,56.96,57.07
2023-03-06,ETH,57.04,58.15,56.43,57.61
2023-03-05,ETH,56.88,57.72,56.66,57.04
2023-03-04,ETH,57.76,57.78,55.72,56.88
2023-03-03,ETH,60.01,61.01,57.27,57.76
2023-03-02,ETH,60.16,61.34,59.83,60.01
2023-03-01,ETH,56.25,63.13,55.97,60.16
2023-02-28,ETH,57.4,57.42,55.89,56.25
2023-02-27,ETH,57.68,58.1,56.9,57.4
2023-02-26,ETH,57.26,58.66,56.89,57.68
2023-02-25,ETH,55.4,59.33,53.58,57.26
2023-02-24,ETH,61.35,61.35,55.01,55.4
2023-02-23,ETH,62.97,63.82,61.11,61.35
2023-02-22,ETH,66.24,68.97,62.84,62.97
2023-02-21,ETH,67.39,68.52,66.29,67.87
2023-02-20,ETH,68.43,69.03,67.09,67.39
2023-02-19,ETH,66.51,69.15,66.51,68.43
2023-02-18,ETH,69.26,69.26,66.51,66.51
2023-02-17,ETH,68.54,70.93,63.28,69.26
2023-02-16,ETH,64.08,69.1,61.54,68.54
2023-02-15,ETH,62.52,64.32,60.83,64.07
2023-02-14,ETH,66.56,66.97,61.24,62.52
2023-02-13,ETH,63.66,67.63,62.55,66.56
2023-02-12,ETH,63.57,64.19,62.39,63.66
2023-02-11,ETH,65.04,65.29,63.3,63.57
2023-02-10,ETH,65.26,66.1,62.69,65.04
2023-02-09,ETH,66.06,66.86,63.07,65.26
2023-02-08,ETH,67.34,68.51,66.06,66.06
2023-02-07,ETH,68.85,68.85,67.07,67.34
2023-02-06,ETH,70.16,70.36,67.47,68.85
2023-02-05,ETH,68.55,70.44,67.5,70.16
2023-02-04,ETH,68.01,68.65,67.51,68.55
2023-02-03,ETH,69.88,69.89,66.57,68.01
2023-02-02,ETH,68.38,69.92,65.64,69.88
2023-02-01,ETH,65.95,70.45,65.95,68.38
2023-01-31,ETH,67.17,67.2,64.79,65.95
2023-01-30,ETH,67.7,67.91,64.43,67.17
2023-01-29,ETH,62.31,70.55,60.96,67.7
2023-01-28,ETH,62.9,63.06,61.82,62.31
2023-01-27,ETH,65.15,65.87,62.81,62.91
2023-01-26,ETH,66.84,67.11,64.93,65.15
2023-01-25,ETH,69.46,69.46,65.97,66.84
2023-01-24,ETH,71.13,72.0,68.38,69.54
2023-01-23,ETH,70.66,72.02,69.45,71.13
2023-01-22,ETH,71.16,72.03,68.84,70.66
2023-01-21,ETH,67.58,72.74,65.58,71.16
2023-01-20,ETH,68.99,69.0,65.37,67.58
2023-01-19,ETH,75.35,75.36,68.92,68.99
2023-01-18,ETH,75.66,79.84,74.02,75.35
2023-01-17,ETH,76.93,78.29,75.6,75.66
2023-01-16,ETH,78.81,81.22,74.71,76.93
2023-01-15,ETH,81.69,81.69,75.97,78.81
2023-01-14,ETH,70.29,82.06,69.84,81.69
2023-01-13,ETH,66.43,70.41,64.89,70.29
2023-01-12,ETH,63.37,67.37,61.13,66.43
2023-01-11,ETH,62.11,64.23,62.01,63.37
2023-01-10,ETH,61.97,62.49,59.81,62.11
2023-01-09,ETH,58.15,62.49,57.21,61.97
2023-01-08,ETH,58.76,59.77,58.15,58.15
2023-01-07,ETH,59.76,59.81,58.7,58.76
2023-01-06,ETH,58.85,60.35,57.67,59.76
2023-01-05,ETH,60.53,61.05,58.84,58.85
2023-01-04,ETH,62.24,62.26,59.56,60.53
2023-01-03,ETH,62.4,62.7,61.76,62.24
2023-01-02,ETH,61.64,62.74,59.89,62.4
2023-01-01,ETH,63.9,64.76,60.55,61.64
2022-12-31,ETH,63.92,64.46,63.62,63.9
2022-12-30,ETH,68.58,68.73,63.14,63.92
2022-12-29,ETH,70.07,70.09,68.57,68.58
2022-12-28,ETH,69.17,70.37,68.09,70.07
2022-12-27,ETH,68.81,70.86,68.69,69.16
2022-12-26,ETH,71.38,71.81,68.32,68.81
2022-12-25,ETH,68.3,72.27,67.79,71.38
2022-12-24,ETH,67.0,68.67,66.33,68.3
2022-12-23,ETH,69.92,70.04,66.9,67.0
2022-12-22,ETH,72.11,72.19,68.5,69.92
2022-12-21,ETH,72.45,74.76,71.69,72.11
2022-12-20,ETH,77.39,77.57,71.98,72.45
2022-12-19,ETH,76.37,78.68,75.49,77.39
2022-12-18,ETH,76.63,76.7,73.19,76.37
2022-12-17,ETH,78.05,80.71,75.9,76.63
2022-12-16,ETH,71.98,79.16,69.44,78.05
2022-12-15,ETH,73.19,73.37,69.86,71.98
2022-12-14,ETH,79.2,79.22,73.19,73.19
2022-12-13,ETH,79.22,79.22,78.85,79.2
2022-12-12,ETH,82.37,83.1,79.62,79.7
2022-12-11,ETH,79.71,82.82,79.55,82.37
2022-12-10,ETH,78.63,79.75,77.15,79.71
2022-12-09,ETH,72.86,78.82,72.61,78.64
2022-12-08,ETH,77.04,77.25,72.74,72.86
2022-12-07,ETH,78.69,82.14,78.53,81.97
2022-12-06,ETH,80.84,80.86,78.39,78.69
2022-12-05,ETH,80.38,83.95,79.02,80.84
2022-12-04,ETH,81.37,83.15,80.26,80.38
2022-12-03,ETH,76.34,81.84,76.2,81.37
2022-12-02,ETH,82.83,83.16,76.18,76.34
2022-12-01,ETH,82.59,84.22,82.31,82.83
2022-11-30,ETH,85.38,85.41,80.59,82.59
2022-11-29,ETH,89.97,90.27,84.58,85.38
2022-11-28,ETH,86.26,90.93,86.2,89.97
2022-11-27,ETH,84.81,86.38,81.05,86.26
2022-11-26,ETH,85.58,85.85,80.53,84.81
2022-11-25,ETH,91.16,91.79,85.25,85.58
2022-11-24,ETH,93.64,93.79,89.7,91.16
2022-11-23,ETH,102.72,102.72,92.91,93.64
2022-11-22,ETH,105.62,107.23,100.53,102.72
2022-11-21,ETH,108.84,112.04,105.62,105.62
2022-11-20,ETH,93.18,111.32,93.06,108.84
2022-11-19,ETH,99.21,99.49,92.51,93.18
2022-11-18,ETH,102.94,102.94,93.74,99.21
2022-11-17,ETH,122.98,124.11,102.68,102.94
2022-11-16,ETH,110.49,127.6,107.77,122.98
2022-11-15,ETH,125.94,125.99,109.43,110.49
2022-11-14,ETH,136.34,142.06,115.47,125.94
2022-11-13,ETH,125.5,140.77,123.85,136.34
2022-11-12,ETH,124.63,127.45,122.68,125.5
2022-11-11,ETH,124.99,136.37,118.73,124.63
2022-11-10,ETH,153.93,154.45,122.42,124.99
2022-11-09,ETH,104.85,157.37,104.14,153.93
2022-11-08,ETH,89.3,134.48,88.62,104.85
2022-11-07,ETH,80.67,89.39,80.15,89.29
2022-11-06,ETH,77.92,81.2,76.83,80.67
2022-11-05,ETH,78.21,78.32,75.67,77.92
2022-11-04,ETH,74.01,82.38,73.01,78.21
2022-11-03,ETH,79.84,79.84,71.91,74.01
2022-11-02,ETH,86.24,86.72,79.84,79.84
2022-11-01,ETH,87.38,87.83,85.55,86.24
2022-10-31,ETH,86.07,90.72,85.72,87.38
2022-10-30,ETH,83.62,87.4,83.03,86.07
2022-10-29,ETH,78.57,88.87,78.04,83.62
2022-10-28,ETH,82.09,82.4,76.9,78.57
2022-10-27,ETH,88.34,88.41,81.77,82.09
2022-10-26,ETH,79.52,90.84,78.79,88.34
2022-10-25,ETH,76.2,85.39,75.34,79.52
2022-10-24,ETH,72.93,76.53,72.03,76.2
2022-10-23,ETH,73.1,75.44,71.6,72.94
2022-10-22,ETH,75.03,75.25,72.03,73.1
2022-10-21,ETH,76.62,76.75,74.24,75.03
2022-10-20,ETH,75.98,78.14,74.74,76.62
2022-10-19,ETH,76.82,77.01,74.12,75.98
2022-10-18,ETH,74.0,77.4,73.88,76.82
2022-10-17,ETH,79.8,79.8,73.29,74.0
2022-10-16,ETH,79.64,80.01,78.08,79.8
2022-10-15,ETH,80.2,80.99,78.75,79.64
2022-10-14,ETH,83.6,83.6,76.34,79.74
2022-10-13,ETH,85.06,92.35,83.19,83.6
2022-10-12,ETH,85.07,85.95,84.13,85.06
2022-10-11,ETH,82.87,85.15,81.23,85.07
2022-10-10,ETH,82.41,84.86,81.3,82.87
2022-10-09,ETH,78.69,82.88,78.15,82.41
2022-10-08,ETH,82.02,82.3,79.74,80.4
2022-10-07,ETH,84.73,84.74,80.89,82.02
2022-10-06,ETH,87.45,87.57,84.71,84.73
2022-10-05,ETH,89.29,89.96,88.53,89.08
2022-10-04,ETH,88.82,90.45,88.72,89.29
2022-10-03,ETH,96.97,97.22,88.82,88.82
2022-10-02,ETH,95.09,97.32,94.57,96.97
2022-10-01,ETH,93.41,95.09,87.99,95.09
2022-09-30,ETH,99.87,100.15,92.27,93.41
2022-09-29,ETH,100.48,102.56,99.47,99.87
2022-09-28,ETH,98.65,104.68,98.15,100.48
2022-09-27,ETH,98.97,100.85,94.29,98.65
2022-09-26,ETH,98.6,100.04,95.29,98.97
2022-09-25,ETH,96.26,99.63,94.59,98.6
2022-09-24,ETH,100.74,100.74,95.49,96.26
2022-09-23,ETH,100.03,102.3,98.82,100.74
2022-09-22,ETH,103.3,107.26,98.98,100.03
2022-09-21,ETH,99.96,106.67,94.01,103.3
2022-09-20,ETH,94.69,99.97,94.65,99.96
2022-09-19,ETH,103.33,103.33,94.64,94.69
2022-09-18,ETH,95.51,103.75,92.37,103.33
2022-09-17,ETH,100.95,101.17,95.52,95.52
2022-09-16,ETH,103.25,103.94,95.94,100.95
2022-09-15,ETH,116.01,117.32,97.99,103.25
2022-09-14,ETH,115.61,116.46,109.93,116.01
2022-09-13,ETH,115.1,119.28,113.93,115.61
2022-09-12,ETH,115.45,116.35,113.2,115.1
2022-09-11,ETH,113.35,115.57,110.52,115.45
2022-09-10,ETH,113.11,115.77,110.84,113.35
2022-09-09,ETH,114.9,115.53,111.39,113.11
2022-09-08,ETH,112.15,115.1,111.91,114.9
2022-09-07,ETH,112.06,115.98,109.77,112.16
2022-09-06,ETH,109.75,113.25,107.46,112.06
2022-09-05,ETH,111.56,111.76,109.47,109.75
2022-09-04,ETH,113.28,113.28,108.68,111.56
2022-09-03,ETH,111.4,113.38,109.92,113.28
2022-09-02,ETH,114.94,114.94,110.9,111.4
2022-09-01,ETH,115.45,116.37,114.04,114.94
2022-08-31,ETH,114.33,116.79,111.73,115.45
2022-08-30,ETH,112.91,115.77,109.68,114.33
2022-08-29,ETH,117.48,117.48,112.78,112.91
2022-08-28,ETH,111.92,117.48,111.25,117.48
2022-08-27,ETH,112.06,116.0,107.48,111.92
2022-08-26,ETH,111.8,112.5,106.91,112.06
2022-08-25,ETH,110.74,112.46,109.18,111.8
2022-08-24,ETH,111.38,111.74,108.26,110.74
2022-08-23,ETH,114.19,114.26,109.33,111.38
2022-08-22,ETH,114.19,117.65,113.4,114.19
2022-08-21,ETH,111.74,114.19,111.58,114.19
2022-08-20,ETH,117.32,117.52,111.23,111.74
2022-08-19,ETH,106.75,117.34,106.74,117.32
2022-08-18,ETH,106.9,108.03,105.2,106.75
2022-08-17,ETH,103.83,109.55,103.05,108.97
2022-08-16,ETH,104.62,104.89,102.8,103.83
2022-08-15,ETH,105.65,105.8,100.45,104.62
2022-08-14,ETH,104.33,106.84,103.67,105.65
2022-08-13,ETH,100.96,104.55,100.31,104.33
2022-08-12,ETH,102.66,103.3,99.4,100.96
2022-08-11,ETH,105.68,107.94,101.28,102.66
2022-08-10,ETH,110.3,111.62,104.87,105.68
2022-08-09,ETH,109.54,110.75,108.42,110.3
2022-08-08,ETH,108.62,109.91,106.28,109.54
2022-08-07,ETH,108.46,109.21,106.93,108.62
2022-08-06,ETH,107.58,109.12,106.52,108.46
2022-08-05,ETH,108.52,109.92,106.5,107.58
2022-08-04,ETH,109.22,109.43,106.95,108.52
2022-08-03,ETH,108.9,110.05,107.76,109.22
2022-08-02,ETH,112.97,113.43,108.74,108.9
2022-08-01,ETH,113.75,113.94,111.32,112.97
2022-07-31,ETH,109.12,113.78,109.04,113.75
2022-07-30,ETH,109.44,113.28,107.61,109.12
2022-07-29,ETH,110.59,111.06,107.74,109.44
2022-07-28,ETH,105.71,114.62,104.47,110.59
2022-07-27,ETH,112.5,113.28,103.78,105.71
2022-07-26,ETH,114.06,115.55,112.1,112.5
2022-07-25,ETH,115.24,117.5,110.94,114.06
2022-07-24,ETH,113.35,116.98,109.21,115.24
2022-07-23,ETH,113.38,113.74,110.57,113.35
2022-07-22,ETH,109.23,115.77,107.47,113.38
2022-07-21,ETH,112.91,113.21,108.87,109.23
2022-07-20,ETH,112.62,114.0,107.14,112.91
2022-07-19,ETH,116.11,116.78,109.78,112.62
2022-07-18,ETH,105.94,116.1,104.51,116.1
2022-07-17,ETH,107.99,110.33,105.2,105.94
2022-07-16,ETH,101.13,111.34,98.19,108.0
2022-07-15,ETH,100.56,101.46,97.4,101.13
2022-07-14,ETH,103.41,104.2,99.91,100.56
2022-07-13,ETH,110.72,112.09,102.62,103.41
2022-07-12,ETH,106.86,111.24,106.86,110.72
2022-07-11,ETH,100.04,107.39,99.57,106.86
2022-07-10,ETH,96.75,101.13,96.57,100.04
2022-07-09,ETH,100.02,100.11,95.61,96.75
2022-07-08,ETH,104.64,106.0,99.29,100.02
2022-07-07,ETH,105.27,105.49,102.79,104.64
2022-07-06,ETH,107.56,108.01,104.97,105.27
2022-07-05,ETH,107.36,111.37,104.14,108.79
2022-07-04,ETH,114.47,115.12,107.21,107.35
2022-07-03,ETH,114.6,116.51,112.6,114.47
2022-07-02,ETH,119.0,120.19,114.43,114.59
2022-07-01,ETH,120.04,123.38,117.06,119.0
2022-06-30,ETH,116.29,122.41,115.59,120.04
2022-06-29,ETH,111.42,117.95,110.32,116.29
2022-06-28,ETH,111.69,112.68,108.68,111.42
2022-06-27,ETH,111.25,112.11,107.61,111.69
2022-06-26,ETH,111.21,111.72,108.3,111.25
2022-06-25,ETH,114.98,115.9,110.67,111.21
2022-06-24,ETH,111.57,114.98,106.72,114.98
2022-06-23,ETH,118.59,118.63,111.35,111.57
2022-06-22,ETH,118.37,120.5,116.07,118.59
2022-06-21,ETH,119.12,120.21,113.58,118.37
2022-06-20,ETH,130.05,133.67,119.04,119.12
2022-06-19,ETH,137.59,143.83,125.7,130.05
2022-06-18,ETH,123.1,149.82,122.04,137.59
2022-06-17,ETH,135.82,137.94,119.61,123.1
2022-06-16,ETH,118.75,138.05,116.59,135.82
2022-06-15,ETH,130.25,168.27,118.75,118.75
2022-06-14,ETH,134.62,150.52,125.22,130.25
2022-06-13,ETH,105.82,138.69,105.82,134.62
2022-06-12,ETH,97.85,105.81,95.58,105.81
2022-06-11,ETH,92.46,100.0,91.37,97.85
2022-06-10,ETH,87.33,93.53,86.62,92.46
2022-06-09,ETH,88.27,88.97,87.05,87.33
2022-06-08,ETH,87.34,88.84,86.11,88.27
2022-06-07,ETH,81.82,87.9,81.82,87.34
2022-06-06,ETH,86.21,86.26,81.47,81.82
2022-06-05,ETH,85.97,87.08,84.0,86.21
2022-06-04,ETH,86.7,87.32,85.8,85.97
2022-06-03,ETH,87.9,89.17,85.53,86.7
2022-06-02,ETH,87.79,90.0,87.66,87.9
2022-06-01,ETH,88.86,92.73,86.48,90.86
2022-05-31,ETH,90.14,90.16,87.29,88.86
2022-05-30,ETH,95.32,95.37,87.9,90.14
2022-05-29,ETH,94.45,96.01,93.52,95.32
